ItemCode,Item,MDA,MDACode, Amount ,Numeric MDA Code,Ministry
FMOTY55747790,UPGRADE AND REHABILITATION OF DOMESTIC TERMINAL MINNA,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 173,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY91582242,"NIGERIA/ NIGER JOINT COMMISSION FOR COOPERATION ON TRANSPORTATION( RAIL, ROAD,AVIATION & MARITIME)",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 53,786,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY19000015,REPAIRS AND CONSTRUCTION OF INTERNAL ROADS AT PORTHARCOURT INTERNATIONALAIRPORTS (PHASE 2-3),FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 11,588,624.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY18801667,SENSITISATION OF THE STAFF OF THE FEDERAL MINISTRY OF TRANSPORT ON THE ICPC ACT2000,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 8,218,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY43440480,ANNUAL PRESS BRIEFING OF THE ACTIVITIES OF THE MINISTRY AND ITS AGENCIES BY THEHONOURABLE MINISTERS OF TRANSPORTATION AND THE HONOURABLE MINISTER OF STATE(AVIATION),FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 29,500,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY18304644,"CONSTRUCTION OF AVIATION RESCUE CENTER, LAGOS. ( BALANCE PAYMENT)",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 4,351,923.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY60193087,"RETREAT OF THE HONOURABLE MINISTERS WITH THE PS, DIRECTORS OF THE MINISTRY ANDCHIEF EXECUTIVE OF THE AGENCIES UNDER THE MINISTRY",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 10,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY63696964,GUARANTEE SEED FUND FOR INTER-STATE ROAD TRANSPORT (ISRT),FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 40,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY57061734,CONSTRUCTION NEW FIRE AND RESCUE BUILDING AT KANO,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 35,464,039.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY00440070,"REFURBISHMENTS AND UPGRADE OF MMIA PASSENGERS PROCESSING AREA, LAGOS",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 11,064,090.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY28290839,"CONSTRUCTION OF NATIONAL FREIGHT OFFICE (NFO) IN IDIROKO, OGUN STATE",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 41,500,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY26013253,"UPGRADE AND EXTENSION OF AKANU IBIAM INTERNATIONAL AIRPORT RUNWAY, ENUGU. (PHASEI). 1. COMPLETION OF UPGRADE OF RUNWAY IN ACCORDANCE TO BILL OR WORKS",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 743,990,897.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY40314856,"CONSTRUCTION OF NATIONAL FREIGHT OFFICE (NFO) IN JIBIYA, KATSINA STATE",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 80,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY59898238,SERVICOM MONITORING FOR COMPLIANCE TO SERVICE DELIVERY,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 54,100,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY54917279,PURCHASE OF LAW BOOKS,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 15,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY26049114,"COMPLETION OF NATIONAL FREIGHT OFFICE IN ILLELA BORDER, SOKOTO STATE ( PILOTSCHEME)",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 80,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY68023993,PURCHASE OF CALIBRATION AIRCRAFT AND EQUIPMENT,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 2,500,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY19186160,"RAILWAY PROJECTS (LAGOS-KANO, CALABAR-LAGOS, KANO- KADUNA, AJAOKUTA-ITAKPE-WARRI,KADUNA-IDU) / COUNTERPART FUNDS AND OTHER RAIL PROJECTS",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 213,136,164,591.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY38687305,"UPGRADE AND REMODELLING OF TERMINAL BUILDING AT NAIA, ABUJA.",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 50,463,985.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY87871756,PRE-RETIREMENT TRAINING,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 46,128,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY72013123,"REHABILITATION OF THE FIRE STATION AND PROVISION OF GAT PROTOCOL LOUNGE AT NAIA,ABUJA.",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 22,115,496.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY29457379,"PRODUCTION AND INSTALLATION OF SIGNAGES AT ABUJA, LAGOS,PORTHARCOURT, KANO ANDENUGU AIRPORTS",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 118,866,177.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY44297857,"PRODUCTION AND INSTALLATION OF INFORMATION DESK AT AKURE, BENIN, MAKURDI, MINNA,OWERRI, SOKOTO, YOLA AND GAT AT LAGOS AIRPORT",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 61,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY77895372,"PRODUCTION AND INSTALLATION OF INFORMATION DESK AT ABUJA, LAGOS, KANO,PORT-HARCOURT AND ENUGU",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 61,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY76155132,RESEARCH AND PROGRAMMING TO REDUCE HIV/AIDS VULNERABILITY IN THE NIGERIAN PORTSAS WAS ECOWAS STUDY IN 5 WEST AFRICAN PORTS REVEALED,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 19,600,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY51698299,UPGRADE AND REHABILITATION OF MMIA PHASE 2( CLADDING),FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 162,959,098.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY93204821,ENSURING STRICT COMPLIANCE WITH THE NATIONAL POLICY ON PPP,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 16,450,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY20044857,"PROVISION OF ELECTRICAL POWER SUPPLY AND WATER SUPPLY, CONSTRUCTION OF RAILWAYSTATION, CONSTRUCTION OF PROTECTIVE FENCES ALONG THE CORRIDOR INABRAKA,ORIA,ORUWHORUM,UJEWU FOR ITAKPE-AJAOKUTA-ALADGA RAILWAY SYSTEM",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 1,000,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY32722426,"NATIONAL ROAD TRANSPORTATION AND MASS TRANSIT ADMINISTRATION, SURVEY ANDPROJECTION.",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 4,453,600.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY84276241,CAPITAL BUDGET IMPLEMENTATION/MONITORING SCHEDULE AUDITOR GENERAL OFFICE OF THEFEDERATION & OFFICIALS OF AUDIT DEPT OF THE MINISTRY.,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 48,490,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY40304291,"PROCUREMENTS AND ILUMINATION OF NAVIAGATION AIDS DVOR/DME AND ILS/DME ATLAGOS,KANO, JOS, MINNA, MAIDUGURI, AND PORT HARCOURT. COMPLETION OFPROCUREMENTS AND ILUMINATION OF NAVIAGATION AIDS DVOR/DME AND ILS/DME ATLAGOS,KANO, JOS, MINNA, MAIDUGURI, AND PORT HARCOURT.",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 397,928,590.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY31479967,"BILATERAL AIR SERVICES AGREEMENTS AND MULTILATERAL AIR SERVICES AGREEMENT(BASA/MASA) WITH SOUTH AFRICA, GREECE, NETHERLANDS GERMANY AND NIGER",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 75,549,770.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY91481678,"CONSTRUCTION OF NEW AIRLINE OFFICE AT NAIA, ABUJA",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 150,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY96613479,HOSTING OF THE NATIONAL COUNCIL ON TRANSPORTATION (NCT) 2017 EDITION,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 58,952,180.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY42676208,"PROCUREMENT AND INSTALLATION OF CONVEYOR BELT AT KASTINA, MAIDURI, LAGOS, GAT,OWERRI AND KANO AIRPORT AND CONSTRUCTION GAT TERMINAL AKURE (COMPLETION)",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 200,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY47194522,UPGRADE AND REHABILITATION OF KADUNA AIRPORT TERMINAL BUILDING,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 258,600,945.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY42402171,"AIRSIDE REHABILITATION OF NAIA, AIRPORT ABUJA",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 2,083,627,349.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY17966454,FEASIBILITY STUDIES FOR NEW STANDARD GAUGE RAIL LINEPORTHARCOURT-ABA-UMUAHIA-ENUGU-MAKURDI-LAFIA-KURU-BAUCHI-GOMBE-BIU-MAIDUGURI,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 150,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY32678995,MONITORING & EVALUATION OF CAPITAL PROJECTS BY THE MINISTRY.,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 67,608,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY93075678,"PROCUREMENT AND INSTALLATION OF CONVEYOR BELT AT PHC, YOLA, BENIN, AND BAUCHI.",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 124,801,558.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY97967514,"CONSTRUCTION OF GENERAL AVIATION TERMINAL AT PHIA, PORT HARCOURT AIRPORT, AND ITSOUTSTANDING LIABILITY.",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 237,029,612.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY65002214,CONSTRUCTION OF SECURITY PATROL ROAD (ASPHALT) AT IBADAN AIRPORTS.,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 216,518,088.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY16513686,UPGRADE AND REHABILITATION OF MMIA (DOMESTIC) GAT 11 AIRPORT TERMINAL BUILDING.(COMPLETION),FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 41,050,886.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY06744255,COMPLETION OF CONTROL TOWER AT KADUNA AIRPORT,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 451,043,696.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY61960066,AUTOMATION AND COMPUTERIZATION OF LICENING AND INSPECTION FOR FLIGHT SAFETY,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 300,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY19664914,"REHABILITATION OF DOMESTIC CAR PARK ROAD AND SERVICE ROAD BETWEEN GAT AND QUITHANGER, LAGOS",FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 11,005,370.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY82871809,FEASIBILITY STUDIES FOR NEW STANDARD GAUGE RAIL LINE ILELA - SOKOTO - JEGA - YAURI -MAKERA-MINNA WITH A BRANCH LINE TO KOTANGORA,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 5,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
FMOTY46178241,FEASIBILITY STUDIES FOR NEW STANDARD GAUGE RAIL LINE KANO - NGURU - GASHUA -DAMATURU - NGALA,FEDERAL MINISTRY OF TRANSPORT - HQTRS,0229001001," 100,000,000.00 ",229001001,FEDERAL MINISTRY OF TRANSPORT
NIOTT76065373,SETTLEMENT OF DEBTS,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 80,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT06799191,CAPITAL PROJECT MONITORING AND EVALUATION,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 49,360,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT88466781,CONSTRUCTION OF 33KVA DEDICATED POWER LINE,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 20,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT52872144,COMPLETION OF OF DG/CES OFFICE AND BOARD ROOM CONSTRUCTION,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 30,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT82057730,UPGRADING OF WATER SUPPLY,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 20,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT87643560,REHABILITATION/ REPAIRS OF RESIDENTIAL AND OFFICE BUILDINGS,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 45,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT97455336,SUPPLY / INSTALLATION OF CAR / TRUCK TRAINING SIMULATOR,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 392,500,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT01699951,SUPPLY / INSTALLATION OF BIODIESEL TRAINING EQUIPMENT FOR TTC PHASE II,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 230,250,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT73025058,INSURANCE OF INSTITUTE NONCURRENT ASSETS,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 140,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT94186622,PURCHASE OF LIBRARY BOOKS AND EQUIPMENTS,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 1,150,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT49738171,DEVELOPMENT/ COMPLETION OF NITT OUTREACH LEARNING CENTER ABUJA.,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 270,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT76244423,CONSTRUCTION OF TRANSPORT TECHNOLOGY CENTER PHASE II,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 93,461,606.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT81721723,ELECTRICITY METERING IN THE STAFF QUARTERS OF THE INSTITUTE,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 9,750,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT39308528,PARTICIPANT HOSTEL PHASE II,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 166,779,425.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT16412626,SUSTAINABLE RESEARCH,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 20,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT29319185,"EQUIPPING OF OUTREACH LEARNING CENTERS - P/H, LAGOS & ABUJA",NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 1,039,114,354.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT59092155,HUMAN CAPITAL DEVELOPMENT,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 70,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT54649956,CONSTRUCTION OF EQUIPMENT WORKSHOP,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 100,000,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT43210190,EQUIPPING TRANSPORT TECHNOLOGY CENTER,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 1,845,384,615.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NIOTT34300930,SUPPLY / INSTALLATION OF LAB / MECH. EQUIPMENT FOR TTC PHASE II,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,0229002001," 377,250,000.00 ",229002001,FEDERAL MINISTRY OF TRANSPORT
NRCOO23296201,ZARIA TO KAURA NAMODA TRACK REHABILITATION PROJECT,NIGERIAN RAILWAY CRPORATION,0229003001," 10,000,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO33509095,REHABILITATION OF TRACK FROM PORTHARCOURT TO MAKURDI,NIGERIAN RAILWAY CRPORATION,0229003001," 10,000,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO58010921,"MAINTENANCE OF ROADS INTO STATIONS, RESTHOUSES, WORKSHOP, CHALETS ANDOPERATIONAL RESIDENTIAL QUARTERS.",NIGERIAN RAILWAY CRPORATION,0229003001," 25,000,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO54964901,"REVISION OF ESTIMATED TOTAL COST FOR THE CONSULTANCY SERVICES FOR REHABILITATIONOF NIGERIAN RAILWAY TRACK NETWORK AND SIGNALING. REVISED ESTIMATED COST OF 7,723, 794. 13 (INCLUSIVE OF ALL TAXES)..",NIGERIAN RAILWAY CRPORATION,0229003001," 500,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO66313684,"MAINTENANCE OF TRACK (INCLUDING EMERGENCY RECOVERY, BRIDGE AND CULVERTS REPAIR)",NIGERIAN RAILWAY CRPORATION,0229003001," 451,704,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO10244313,MONITORING AND EVALUATION OF PROGRAMMES AND PROJECTS,NIGERIAN RAILWAY CRPORATION,0229003001," 10,800,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO90604612,PROCUREMENT OF DIESEL (AGO) FOR THE POWER CARS AND LOCOMOTIVES,NIGERIAN RAILWAY CRPORATION,0229003001," 730,800,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO07772204,"PROCUREMENT OF SPARE PARTS (INCLUDING LUBRICANTS) FOR THE LOCOMOTIVES, COACHESAND WAGONS.",NIGERIAN RAILWAY CRPORATION,0229003001," 712,616,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO56061456,INSURANCE OF LOCOMOTIVES AND ROLLING STOCKS,NIGERIAN RAILWAY CRPORATION,0229003001," 130,000,005.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO90548654,PROCUREMENT OF WORKSHOP EQUIPMENT,NIGERIAN RAILWAY CRPORATION,0229003001," 77,200,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO21218303,KURU TO MAIDUGURI NARROW GAUGE TRACK REHABILITATION PROJECT.,NIGERIAN RAILWAY CRPORATION,0229003001," 10,000,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO41859538,REHABILITATION OF STATIONS AND OTHER RAILWAY BUILDINGS,NIGERIAN RAILWAY CRPORATION,0229003001," 297,000,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO31212437,"REHABILITATION OF RAILWAY TRACK SIDINGS, LOOP LINES AND LEVEL CROSSINGS FROMLAGOS TO KANO AND CONSTRUCTION OF NEW BRANCH LINE LINK FROM KM896 OF THEEXISTING NG RAIL LINE TO THE 215 MW POWER PLANT AT KUDENDA, KADUNA.",NIGERIAN RAILWAY CRPORATION,0229003001," 10,000,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO02309056,UPGRADING OF SIGNALING & TELECOM SYSTEM ON EASTERN LINE (PORT HARCOURT –MAIDUGURI) INCLUDING REVISED ESTIMATED TOTAL COST FOR EXTENSION TO WESTERN LINE.,NIGERIAN RAILWAY CRPORATION,0229003001," 100,000,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO40709928,"ENVIRONMENTAL MANAGEMENT, COACHES CLEANING AND DEBUSHING.",NIGERIAN RAILWAY CRPORATION,0229003001," 188,160,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO94096063,"DESIGN,MANUFACTURE AND COMMISSIONING OF 2 STANDARD GAUGE LOCOMOTIVES WITHIN-BUILT POWER CARS",NIGERIAN RAILWAY CRPORATION,0229003001," 596,000,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO57358088,COMPUTERISATION OF RAILWAY FIXED ASSETS AND STOCK (INCLUDING PROCUREMENT OFCOMPUTERS AND OFFICE EQUIPMENT,NIGERIAN RAILWAY CRPORATION,0229003001," 40,020,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NRCOO57255209,TRACK REHABILITATION FROM MAKURDI TO JOS TO KAFANCHAN TO KADUNA JUNCTION,NIGERIAN RAILWAY CRPORATION,0229003001," 100,000,000.00 ",229003001,FEDERAL MINISTRY OF TRANSPORT
NIWAY52472889,GEOINFORMATICS EQUIPMENT,NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 78,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY09226203,MONITORING AND EVALUATION OF NIWA PROJECTS,NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 13,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY76955318,LEGAL AND CONSULTANCY SERVICE,NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 100,000,003.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY93336478,SWEEPING OF CALABAR JETTY WATER FRONT,NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 200,750,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY12712353,"CONSTRUCTION OF AN INLAND RIVER PORT AT OGUTA, IMO STATE",NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 554,114,747.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY99051646,RENEWAL FOR INTERNET BANDWIDTH SERVICES IN HEADQUARTERS AND 17 AREA OFFICES,NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 7,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY90506108,"ESTABLISHMENT OF WATER LEVEL GAUGE, DISCHARGE MEASUREMENT AND SEDIMENT FLOWDATA",NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 20,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY66529012,"CONSTRUCTION OF AN INLAND RIVER PORT AND SUPPLY OF CARGO HANDLING EQUIPMENT ATBARO, NIGER STATE (ONGOING)",NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 400,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY87543509,OUT STANDING PAYMENT FOR 40-45 FAX FERRY,NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 29,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY07729961,SUPPLY OF MULTI-PURPOSE WATER HYACINTH CLEARING EQUIPMENT,NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 25,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY95864022,CONSTRUCTION OF AN INLAND RIVER PORT AND SUPPLY OF CARGO HANDLING EQUIPMENT(ON-GOING),NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 2,471,959,494.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY12168986,EIA FOR CONSTRUCTION OF IDAH JETTY,NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 10,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY38629176,PUBLIC PRIVATE PARTNERSHIP (PPP),NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 15,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY39048006,OUTSTANDING PAYMENT FOR 3 FAST MOVING PATROL BOAT,NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 6,000,000.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
NIWAY92260989,CONSTRUCTION OF IDAH JETTY (ON-GOING),NATIONAL INLAND WATERWAYS AUTHORITY,0229004001," 70,175,754.00 ",229004001,FEDERAL MINISTRY OF TRANSPORT
MAOIS76350355,SUPPLY OF TEXTBOOK FOR SCHOOL OF GENERAL STUDIES(EXISTING),MARITIME ACADEMY- ORON,0229005001," 15,426,000.00 ",229005001,FEDERAL MINISTRY OF TRANSPORT
MAOIS60972440,"CONSTRUCTION OF 300 SEAT CAPACITY LIBRARY AND RESOURCE CENTRE AT MAN, ORON",MARITIME ACADEMY- ORON,0229005001," 12,270,930.00 ",229005001,FEDERAL MINISTRY OF TRANSPORT
MAOIS38243362,CONSTRUCTION OF DRAINAGE SYSTEM AND EVACUATION SYSTEM FOR SURVIVALPOOL(ONGOING),MARITIME ACADEMY- ORON,0229005001," 13,773,357.00 ",229005001,FEDERAL MINISTRY OF TRANSPORT
MAOIS51478896,PROVISION OF DEDICATED LINES FROM EKET SUBSTATION FOR POWER SUPPLY IMPROVEMENT,MARITIME ACADEMY- ORON,0229005001," 24,870,562.00 ",229005001,FEDERAL MINISTRY OF TRANSPORT
MAOIS71002951,CONSTRUCTION OF NAUTICAL COMPLEX(ONGOING),MARITIME ACADEMY- ORON,0229005001," 76,458,518.00 ",229005001,FEDERAL MINISTRY OF TRANSPORT
MAOIS04526706,PROVISION FOR SUPPLY OF TRAINING EQUIPMENT AND INSTALLATION OF 360 FULL MISSIONSIMULATOR SYSTEM(ONGOING),MARITIME ACADEMY- ORON,0229005001," 43,208,021.00 ",229005001,FEDERAL MINISTRY OF TRANSPORT
